ds,Open,High,Low,y,Volume,Dividends,Stock Splits
2024-07-09,227.1664984715379,228.631575647805,225.6117264169712,227.9139862060547,48076100,0.0,0.0
2024-07-10,228.53191911989683,232.2992560750062,228.48208356286247,232.1995849609375,62627700,0.0,0.0
2024-07-11,230.61492037011672,231.61157070495585,225.0137503547776,226.80772399902344,64710600,0.0,0.0
2024-07-12,228.1531925563972,231.86073301422448,227.9139910015552,229.76776123046875,53046500,0.0,0.0
2024-07-15,235.6878722143983,236.4353599823044,232.3092281117703,233.6148376464844,62631300,0.0,0.0
2024-07-16,234.2128370326029,235.4785872610991,231.55178236868576,234.033447265625,43234300,0.0,0.0
2024-07-17,228.68140979310064,230.68468664215072,225.88082486496336,228.1133270263672,57345900,0.0,0.0
2024-07-18,229.50863493701104,229.668102638376,221.52547133243425,223.42906188964844,66034600,0.0,0.0
2024-07-19,224.06692564873424,226.0402889661169,222.5320756847993,223.55862426757807,49151500,0.0,0.0
2024-07-22,226.24957960487183,227.01700459563804,222.34271224556247,223.2098083496093,48201800,0.0,0.0
2024-07-23,223.61843101438217,226.1798296775016,221.93408951337017,224.2562866210937,39960300,0.0,0.0
2024-07-24,223.2496702854449,224.0469935779998,216.40268749627205,217.8079528808593,61777600,0.0,0.0
2024-07-25,218.19665359620475,220.11023564894725,213.9010930254534,216.7614898681641,51391200,0.0,0.0
2024-07-26,217.96741565742545,218.75477790382115,215.2864239407029,217.2299041748047,41601300,0.0,0.0
2024-07-29,216.23326096996,218.5654190781,215.0273073866339,217.50897216796875,36311800,0.0,0.0
2024-07-30,218.455785911712,219.59196666736065,215.3960621319004,218.0670928955078,41643800,0.0,0.0
2024-07-31,220.6982497488722,223.07028238181744,219.8909654212368,221.3361053466797,50036300,0.0,0.0
2024-08-01,223.61843367222977,223.72806581879624,216.29306274041448,217.62857055664065,62501000,0.0,0.0
2024-08-02,218.41590675319648,224.84431334230803,216.9807430983305,219.12353515625,105568600,0.0,0.0
2024-08-05,198.42310739676373,212.7848420736874,195.34346157584417,208.5690155029297,119548600,0.0,0.0
2024-08-06,204.61231506511243,209.2866075294687,200.39648844230865,206.5358428955078,69660500,0.0,0.0
2024-08-07,206.2069550428707,212.9243839975228,205.69866882998733,209.1171875,63516400,0.0,0.0
2024-08-08,212.39614722358988,213.4824924067945,208.13048513245965,212.5954742431641,47161100,0.0,0.0
2024-08-09,211.38955402452137,216.05387055494424,211.259984607228,215.51568603515625,42201600,0.0,0.0
2024-08-12,215.59550663031672,219.02793942662467,215.12653755613,217.0522918701172,38028100,0.25,0.0
2024-08-13,218.5290263212716,221.40270642093424,218.5290263212716,220.78407287597656,44155300,0.0,0.0
2024-08-14,220.08562480803565,222.54021400164925,219.21752501736543,221.23309326171875,41960600,0.0,0.0
2024-08-15,224.1067698647473,224.8551228159093,222.27079905335071,224.2265014648437,46414000,0.0,0.0
2024-08-16,223.42826155403992,226.33187474025672,223.15885022096825,225.5535888671875,44340200,0.0,0.0
2024-08-19,225.2243113108782,225.4937226434457,222.5501887780633,225.39393615722656,40687800,0.0,0.0
2024-08-20,225.27420804373648,226.6711275207631,224.95490346311303,226.0125732421875,30299000,0.0,0.0
2024-08-21,226.02254833732337,227.47933353511343,224.5557753561492,225.90280151367188,34765500,0.0,0.0
2024-08-22,227.2897617611708,227.8385569948794,223.4083048904395,224.03692626953125,43695300,0.0,0.0
2024-08-23,225.16444130741013,227.7188169640382,223.8373602369176,226.3418426513672,38677300,0.0,0.0
2024-08-26,226.2620154817008,226.7808777924977,223.39832305195915,226.6810913085937,30602200,0.0,0.0
2024-08-27,225.5036798955901,228.3474270817302,224.39611696496783,227.5292205810547,35934600,0.0,0.0
2024-08-28,227.4194670399241,229.3552090758367,225.18438078371824,225.9926147460937,38052200,0.0,0.0
2024-08-29,229.59470189609323,232.4085012026452,228.37737982242845,229.28536987304688,51906300,0.0,0.0
2024-08-30,229.6844899472923,229.89402024722435,226.9804345876909,228.49710083007807,52990800,0.0,0.0
2024-09-03,228.0480822473274,228.49709095305272,220.684284662428,222.28077697753903,50190600,0.0,0.0
2024-09-04,221.17322424578344,221.2929558460885,217.0023958735564,220.3650054931641,43840200,0.0,0.0
2024-09-05,221.14327916881817,224.98481497811864,221.03352013282225,221.89163208007807,36615400,0.0,0.0
2024-09-06,223.4581991238727,224.74537478911404,219.2873857797809,220.3350830078125,48423000,0.0,0.0
2024-09-09,220.33506702469683,220.7840757397734,216.23409233980905,220.42486572265625,67180000,0.0,0.0
2024-09-10,218.4392435287618,220.9936192587632,216.2540503959821,219.6266326904297,51591000,0.0,0.0
2024-09-11,220.9736588702828,222.6000688776049,217.4114916314568,222.1710205078125,44587100,0.0,0.0
2024-09-12,222.01136566399225,223.059062794204,219.33725854525207,222.28077697753903,37498200,0.0,0.0
2024-09-13,223.08901316997165,223.5479944694599,221.42268236911949,222.01138305664065,36766600,0.0,0.0
2024-09-16,216.0644583037111,216.7429728995392,213.4502168549942,215.8449554443359,59357400,0.0,0.0
2024-09-17,215.27619443719672,216.42366284814068,214.0289395447448,216.3139038085937,45519300,0.0,0.0
2024-09-18,217.0722490372817,222.22092099435915,217.06226125375576,220.20535278320312,59894900,0.0,0.0
2024-09-19,224.49591687958383,229.3153117998868,224.1367068474718,228.3673858642578,66781300,0.0,0.0
2024-09-20,229.46496974860835,232.5781131211396,227.12012443578536,227.6988525390625,318679900,0.0,0.0
2024-09-23,226.8407407931877,228.94610768522745,225.31410200503296,225.97265625,54146000,0.0,0.0
2024-09-24,228.147869614878,228.8463445678705,225.2342838755063,226.8706817626953,43556100,0.0,0.0
2024-09-25,224.43603888049125,226.79085685048213,223.52804884217392,225.8728790283203,42308700,0.0,0.0
2024-09-26,226.80083714120576,227.99819881641105,224.9149883158055,227.0203552246093,36636700,0.0,0.0
2024-09-27,227.9582911728241,229.01596089620384,226.800834966934,227.2897491455078,34026000,0.0,0.0
2024-09-30,229.5348205504281,232.4883270263672,229.1456776077644,232.4883270263672,54541900,0.0,0.0
2024-10-01,229.01597026460064,229.14567442683443,223.24866456606327,225.71324157714844,63285000,0.0,0.0
2024-10-02,225.39393750024195,226.8706831083472,222.5302449869956,226.281982421875,32880600,0.0,0.0
2024-10-03,224.6455731013804,226.3119038145279,222.82957789090327,225.1744079589844,34044200,0.0,0.0
2024-10-04,227.39951613756347,227.49930262356304,223.6378061748053,226.30194091796875,37245100,0.0,0.0
2024-10-07,224.0069821228032,225.1943712346882,220.84394549402705,221.20315551757807,39505400,0.0,0.0
2024-10-08,223.8074274254469,225.4837307412941,222.7597302404025,225.27420043945312,31855700,0.0,0.0
2024-10-09,224.7353864657012,229.24546472466872,224.3362709632568,229.03591918945312,33591100,0.0,0.0
2024-10-10,227.27979028338345,228.99601435408127,226.67112924406288,228.5370178222656,28183500,0.0,0.0
2024-10-11,228.79644988971887,228.9062089337624,226.8407474391105,227.05029296875,31759200,0.0,0.0
2024-10-14,228.19775690140835,231.22110160659443,228.09798564307096,230.79205322265625,39882100,0.0,0.0
2024-10-15,233.0969778733182,236.9684620133565,231.85969551276995,233.33645629882807,64751400,0.0,0.0
2024-10-16,231.09139869260773,231.61024577942743,229.3352540132801,231.27099609375,34082200,0.0,0.0
2024-10-17,232.9173703418766,233.3364614020046,230.0137723986246,231.6401824951172,32993800,0.0,0.0
2024-10-18,235.6613185338913,235.6613185338913,233.4960858911256,234.48391723632807,46431500,0.0,0.0
2024-10-21,233.9351372634737,236.32987592195377,233.9351372634737,235.9606781005859,36254500,0.0,0.0
2024-10-22,233.376366009758,235.70125104779564,232.08920560922664,235.342041015625,38846600,0.0,0.0
2024-10-23,233.56595129753524,234.6236210523599,227.25982300232985,230.25323486328125,52287000,0.0,0.0
2024-10-24,229.47495899723685,230.3131259260407,227.90841463888628,230.0636749267578,31109500,0.0,0.0
2024-10-25,229.2354789664412,232.7078323586645,229.0658541264054,230.9018096923828,38802300,0.0,0.0
2024-10-28,232.80762499530724,234.21451699403664,232.03931169048727,232.8874359130859,36087100,0.0,0.0
2024-10-29,232.58810476348472,233.815399347975,231.8098189074392,233.15684509277344,35417200,0.0,0.0
2024-10-30,232.09916306464564,232.95727501758805,229.0458856025163,229.5946807861328,47070900,0.0,0.0
2024-10-31,228.83635490362704,229.325284321648,224.8750719925984,225.4138946533203,64370100,0.0,0.0
2024-11-01,220.48472918772245,224.8551151455125,219.78626950218683,222.42047119140625,65276700,0.0,0.0
2024-11-04,220.5046966292777,222.3007315284092,219.2275088130919,221.52244567871097,44944500,0.0,0.0
2024-11-05,221.31291912362707,223.4581915257104,220.65436486265327,222.95928955078125,28111300,0.0,0.0
