ds,Open,High,Low,y,Volume,Dividends,Stock Splits
2024-01-02,138.9419195505414,139.95213414491474,137.0906871446073,138.902099609375,20071900,0.0,0.0
2024-01-03,137.94662090327196,140.4248728786553,137.7774089492218,139.6983184814453,18974300,0.0,0.0
2024-01-04,139.19073184994926,139.97201969823868,137.3593943485074,137.38925170898438,18253300,0.0,0.0
2024-01-05,137.69979542310543,138.15562893957002,136.2048771424727,136.74232482910156,15433200,0.0,0.0
2024-01-08,137.34946612153567,139.97702051812547,137.23003666296398,139.86753845214844,17645300,0.0,0.0
2024-01-09,139.3997249840765,142.1268135094218,139.13099356909962,141.887939453125,19579700,0.0,0.0
2024-01-10,141.8481513461947,143.8436892574364,141.78843662182845,143.1221160888672,16641900,0.0,0.0
2024-01-11,144.21195284389037,145.9686318269066,141.54457876966245,142.9927215576172,17471100,0.0,0.0
2024-01-12,143.65954754323806,144.05767097207072,142.68417171959598,143.56002807617188,13995200,0.0,0.0
2024-01-16,142.7538424377146,145.15248498546094,142.38161257583326,143.40078735351562,19198900,0.0,0.0
2024-01-17,142.23631011659492,142.7339530613565,139.84761486962495,142.21640014648438,17884500,0.0,0.0
2024-01-18,142.76382226063944,144.89871492300549,142.6742501680011,144.3065185546875,18876800,0.0,0.0
2024-01-19,145.61528626488587,147.34210778973952,145.1126772471203,147.27244567871094,27170900,0.0,0.0
2024-01-22,148.00897303488966,149.3078138461343,146.88429510685154,147.01368713378906,21829200,0.0,0.0
2024-01-23,147.02362953102596,148.15825481226227,146.49612923631082,147.97909545898438,14113600,0.0,0.0
2024-01-24,149.5815054429125,150.85548531754347,149.133629842608,149.6412353515625,19245000,0.0,0.0
2024-01-25,151.02468856484268,154.03044106087503,150.50713564235818,152.9157257080078,21495100,0.0,0.0
2024-01-26,152.14935645979352,153.3835164900002,152.07969434131007,153.0650177001953,19494500,0.0,0.0
2024-01-29,152.9157216297378,154.46836516892455,152.19911458290434,154.1100616455078,20909300,0.0,0.0
2024-01-30,153.28397240673996,154.3091156448154,152.05479374151358,152.32850646972656,26578900,0.0,0.0
2024-01-31,144.70461881649027,144.90367296245176,140.8827245413415,141.1315460205078,43908600,0.0,0.0
2024-02-01,143.012637923415,143.93824654999406,141.5893711442408,142.03726196289062,25526900,0.0,0.0
2024-02-02,140.22582554692482,143.20173576400992,137.51864676692574,142.8633270263672,42116900,0.0,0.0
2024-02-05,143.36096137339672,145.9785679131842,143.23158454517412,144.24676513671875,29254400,0.0,0.0
2024-02-06,145.27192807232922,146.04824981356242,143.8387140310197,144.72451782226562,21517700,0.0,0.0
2024-02-07,145.4311677284784,146.30702416148435,144.52546912091884,145.988525390625,21436100,0.0,0.0
2024-02-08,146.27717948532216,146.9141618954231,145.72976916722166,146.5260009765625,18241300,0.0,0.0
2024-02-09,147.25255272851453,149.98462297837207,146.73499978408023,149.51185607910156,21877700,0.0,0.0
2024-02-12,148.835033446871,149.88008658545624,147.85965760472433,148.0288543701172,17236100,0.0,0.0
2024-02-13,145.38141905454472,147.34211831038104,144.42593790601492,145.67999267578125,18138500,0.0,0.0
2024-02-14,146.6752921416363,147.1331303812992,144.8688456318203,146.44638061523438,16651800,0.0,0.0
2024-02-15,143.77901228707154,144.07758591691123,141.21117276244362,143.26145935058594,26724300,0.0,0.0
2024-02-16,143.53018313134746,143.79889938383792,140.85286168995205,141.0917205810547,21849700,0.0,0.0
2024-02-20,140.2755779732981,142.65330800872974,140.13623857384684,141.52963256835938,18625600,0.0,0.0
2024-02-21,141.9675710448689,143.30125042031312,141.24101663688162,143.1619110107422,16499600,0.0,0.0
2024-02-22,145.43114992765635,145.51077461062508,143.33109637327877,144.6349334716797,23024700,0.0,0.0
2024-02-23,144.28660367721258,145.2669609338235,144.10744431116856,144.60508728027344,14519400,0.0,0.0
2024-02-26,142.77375737709573,143.16191826534566,138.08596935645082,138.09591674804688,33513000,0.0,0.0
2024-02-27,138.7528254228512,139.82773612928725,137.84711151462372,139.4395751953125,22364000,0.0,0.0
2024-02-28,138.44426039590113,138.62340454961648,135.99585065379915,136.78211975097656,30628700,0.0,0.0
2024-02-29,137.6977814659761,139.29022945994203,136.92145984171114,139.12103271484375,35485000,0.0,0.0
2024-03-01,138.95186334114246,139.3400242297367,137.32457638258526,137.4290771484375,28522000,0.0,0.0
